id,text,link,duplicate_rows,genre,uid,source
427,"circula nas redes sociais um vídeo que mostra pessoas cantando o hino nacional na praça do mercado, em lisboa. o texto que o acompanha diz que a manifestação ocorreu neste sábado (1º), véspera das eleições brasileiras. é . ,  “meu amigo acabou de me mandar. isso é portugal agora a noite. lindo!”, diz o texto que acompanha o registro. no twitter, foram mais de 4 mil visualizações e mais de 1 mil retweets (compartilhamentos). ,  o g1 verificou que o conteúdo vem circulando desde a madrugada deste domingo e, ao contrário do que diz a legenda, o vídeo em questão foi gravado no dia 7 de setembro de 222, data do bicentenário da independência do brasil. ,  esse mesmo vídeo foi compartilhado no dia 7 de setembro em um perfil do twitter. também houve, na mesma data, uma transmissão on-line no youtube, em que mostra a mesma cena que é compartilhada agora. ,  essa checagem foi publicada inicialmente por aos fatos. neste fim de semana, o fato ou fake se uniu às iniciativas de checagem afp checamos, aos fatos, boatos.org, comprova, e-farsas e lupa para verificar em conjunto a desinformação sobre as eleições.  , , ,",https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/02/e-fake-que-video-com-pessoas-cantando-hino-brasileiro-em-portugal-foi-feito-na-vespera-do-1o-turno.ghtml,952,factcheck,faketruebr:427,faketruebr
964,"circula pelas redes sociais um vídeo que mostra um ataque de riso do ministro das finanças da suíça, hans-rudolf merz, acompanhado de uma legenda que diz que ele ri do ex-presidente lula e da presidente do pt, gleisi hoffmann. a mensagem é . ,  merz teve o ataque de riso, na verdade, ao falar de um assunto interno da suíça: a burocracia para a importação de carnes temperadas. ele admite não ter entendido a linguagem empregada em uma pergunta e começa a gargalhar. ,  a cena também não ocorreu agora, mas em 21. na época, vários jornais pelo mundo noticiaram o episódio. o mesmo vídeo com legendas falsas já foi compartilhado outras vezes. em 214, foi apresentado como se merz estivesse rindo da copa do mundo realizada no brasil e do corinthians. ,",https://g1.globo.com/fato-ou-fake/noticia/2018/11/05/e-fake-que-ministro-suico-teve-ataque-de-riso-ao-falar-de-lula-e-gleisi-hoffmann.ghtml,1321,factcheck,faketruebr:964,faketruebr
1506,"o ministro do tribunal de contas da união (tcu) augusto nardes está sendo cobrado por ter insinuado, em mensagem num grupo de whatsapp, um golpe militar. integrantes da corte e do supremo tribunal federal (stf) sugerem que ele se afaste do cargo. , ,  segundo o jornal ""folha de s.paulo"", nardes afirma que ""está acontecendo um movimento muito forte nas casernas"" brasileiras, e que ""é questão de horas, dias, no máximo, uma semana, duas, talvez menos do que isso"" para que ocorra um ""desenlace bastante forte na nação"". ,  ao blog, um ministro do stf afirmou que integrantes da corte estão chocados com a declaração, que ecoa os atos golpistas promovidos por bolsonaristas em frente a quarteis e em rodovias contra os resultados das urnas. ,  aliados do presidente lula (pt) defendem que nardes seja convocado pelo congresso a dar explicações sobre a fala. , ,  randolfe rodrigues (rede-ap) disse que vai pedir ao tcu a aposentadoria compulsória de nardes. o parlamentar afirma, ainda, que vai solicitar ao stf a instauração de inquérito para investigar ""possível crime contra a ordem democrática"". ,  em nota, nardes disse ""a interpretação que foi dada sobre um áudio despretensioso gravado apressadamente e dirigido a um grupo de amigos"", que ""repudia peremptoriamente manifestações de natureza antidemocrática e golpistas"" e que é defensor ""da legalidade e das instituições republicanas"".",https://g1.globo.com/politica/blog/andreia-sadi/post/2022/11/21/augusto-nardes-insinuacao-golpe-militar-cobranca.ghtml,,factcheck,faketruebr:1506,faketruebr
268,"quatro dias após o presidente jair bolsonaro dizer durante o debate presidencial de domingo (28/8) que seu colega chileno gabriel boric tinha ""colocado fogo em metrô lá no chile"", a relação entre os dois líderes ficou ainda mais distante. ,  em declarações à revista ""time"", publicada nesta quarta-feira (31), boric disse que foi ""esperança"" ver o manifesto pela democracia no brasil e que a américa latina deveria se unir em caso de o resultado eleitoral não ser aceito, evitando assim um ""golpe"" como o que, na sua visão, ocorreu na bolívia em 22. ,  a revista deu destaque a boric, de 36 anos, em sua capa com o título ""the new guard"" (""a nova guarda"", em tradução livre). ,  presidente mais novo da história chilena, e ex-líder estudantil, ele elogiou o recente manifesto a favor da democracia no brasil contra da possibilidade de bolsonaro questionar o resultado eleitoral. ,  a pergunta da time foi: ""neste momento, se fala muito sobre o que acontecerá no brasil, caso o presidente jair bolsonaro não aceite os resultados das eleições de outubro. o que o senhor faria para apoiar a democracia brasileira, se isso acontecesse?"". , ,  na bolívia, o então presidente e candidato evo morales denunciou ter sido alvo de ""fraude"" e de ""golpe"" nas eleições presidenciais de 219. morales contou com apoio público de líderes regionais, como o então presidente eleito alberto fernández e sua vice e ex-presidente cristina kirchner, da argentina. , ,  nos bastidores do itamaraty, comenta-se que a relação entre o brasil e o chile costumava ser baseada numa ""agenda positiva"", que envolvia principalmente questões como o comércio bilateral e energias renováveis, sem os conflitos que costumam ser mais frequentes com a argentina, pela maior intensidade política e econômica da relação. ,  esse ambiente parece ser diferente a partir da posse do novo líder chileno, à qual bolsonaro não compareceu, e desde as declarações do presidente brasileiro no debate do domingo. ,  ""lula apoiou o presidente do chile também, o mesmo que praticava atos de tacar fogo em metrôs lá no chile. para onde está indo nosso chile?"", disse bolsonaro. ,  ele fez as declarações quando citou outros países da américa do sul, governados por presidentes que demonstram simpatia pela eleição do ex-presidente lula, como alberto fernández, da argentina, gustavo petro, da colômbia, e nicolás maduro, da venezuela. ,  fernández visitou o ex-presidente na prisão em curitiba, no paraná, acompanhando o ex-ministro das relações exteriores, celso amorim. petro, por sua vez, disse a jornalistas brasileiras em bogotá ""que lula vença"", um dia antes de ser empossado no início deste mês de agosto. ,  a declaração de bolsonaro sobre boric foi negada pela ministra chilena das relações exteriores, antonia urrejola, que convocou o embaixador do brasil em santiago, paulo roberto soares pacheco, no dia seguinte ao debate, num sinal de insatisfação diplomática. urrejola definiu os comentários como ""falsos"" e ""gravíssimos"". ,  na terça-feira, bolsonaro ratificou suas afirmações, ao dizer que ""falou a verdade"" sobre o presidente chileno, durante sabatina organizada pela união nacional de entidades do comércio e serviços (unecs). ,  ""o presidente chileno agora acabou de chamar seu embaixador. é a maneira que ele tem de demonstrar insatisfação comigo. se exagerei ou não, não deixei de falar a verdade. o cidadão lá (boric) teve apoio do cara (em referência a lula) aqui do brasil"", afirmou, segundo reproduzido pela imprensa brasileira. , ,  ""se não fosse por pinochet, que derrotou a esquerda, entre eles seu pai, em 1973, o chile seria uma cuba"". ,  bachelet, então alta comissária das nações unidas para os direitos humanos, que deixa o cargo nesta quarta-feira, tinha criticado a violência policial brasileira. ,  o pai dela, o general alberto bachelet, que trabalhava no governo de salvador allende, derrubado por pinochet, foi torturado e morreu na prisão. ele era contra o golpe. ,  neste domingo (4), o chile realizará o plebiscito para aprovar ou rejeitar a nova proposta de constituição nacional. a atual data de 198 e foi implementada durante a ditadura de pinochet. ,  as pesquisas de opinião apontam que a rejeição é maior que a aprovação ao novo texto, que já recebeu respaldo de boric. ,  o plebiscito foi convocado após os protestos de 219 como uma forma de atender às demandas contra a desigualdade social estrutural no país que era, até então, apontado como modelo econômico e social na região. ,  este texto foi publicado originalmente em https://www.bbc.com/portuguese/geral-62745627 ,  leia também  ,",https://g1.globo.com/mundo/noticia/2022/08/31/america-latina-deve-reagir-se-houver-tentativa-de-golpe-no-brasil-diz-boric.ghtml,,factcheck,faketruebr:268,faketruebr
271,"circula nas redes sociais um vídeo em que um homem diz que donos de terrenos e casas na argentina estão perdendo suas propriedades devido a invasões de movimentos ""comunistas e socialistas"" com o aval do governo durante a pandemia. é . ,  no vídeo, o homem, que se identifica como argentino, diz que as invasões ocorrem na ""região nobre"" da argentina, em lugares turísticos. ele também fala que ""não existe mais a propriedade privada"" no país e que proprietários ""perderam suas casas"". não é verdade. ,  o governo argentino classifica o vídeo como ""fake news"". ,  as ocupações de terras aumentaram na argentina durante a pandemia de covid-19 por causa da crise econômica, segundo mostram reportagens de veículos jornalísticos locais e de agências de notícias, concentradas principalmente na província de buenos aires, onde fica a capital do país. segundo um levantamento feito pela bbc em outubro de 22, apenas buenos aires registrou mais de 1.8 tentativas de ocupação de terras ao longo do ano passado. ,  no entanto, elas não ocorrem em consonância com a lei argentina: houve, inclusive, operações recentes de desocupação realizadas pela polícia. no dia 29 de outubro, a agência associated press noticiou uma ação de desalojamento feita pela polícia em um prédio ocupado por centenas de famílias em guernica, ao sul de buenos aires. a ação resultou na prisão de 4 pessoas. ,  a ocupação em guernica, que começou em julho e levou a negociações judiciais entre o governo de buenos aires e as mais de 7 famílias ocupantes do prédio, se tornou o maior expoente do problema habitacional no país e chamou atenção internacional. havia mais de 3 mil pessoas na ocupação. ,  além dela, outras negociações por desocupação foram realizadas pelo governo, mostrando, assim, que não há uma política institucional que incentiva as ocupações e a perda da propriedade privada. entre elas, estão a desocupação pacífica de uma propriedade rural em entre ríos, no leste do país, noticiada pela afp e a desocupação de um prédio na cidade de tigre, na grande buenos aires. segundo o site oficial do governo de buenos aires, 127 famílias abandonaram voluntariamente o prédio que ocupavam após o governo oferecer assistência alimentar e materiais de construção. ,  as autoridades estaduais e nacionais têm tentado firmar acordos com movimentos e famílias ocupantes de imóveis durante a pandemia, uma vez que o país foi duramente atingido pelo coronavírus e vive uma crise econômica por conta da paralisação de atividades. ,  a economia argentina encolheu 9,9% em 22, e atingiu o pior registro desde 22. e o desemprego no país chegou a 11% no quarto trimestre do ano passado, um aumento de 2,1 pontos percentuais em relação ao mesmo período de 219. por fim, o país enfrenta déficit habitacional. segundo a ex-ministra de desenvolvimento territorial e habitat maría eugenia bielsa, o déficit habitacional do país chega a 3,6 milhões de casas. ,  temores de intervencionismo do estado presidido por alberto fernández, ligado aos ex-presidentes néstor e cristina kirchner, se aprofundaram em junho, quando fernández ordenou uma intervenção de 6 dias na vincentin, companhia de grãos que estava em recuperação judicial. após enfrentar protestos, o presidente esclareceu que não pretendia ""atacar a propriedade privada"", em entrevista a uma rádio local. ,  ""não estamos atacando propriedades privadas, estamos resgatando uma empresa falida, cujos próprios proprietários pediram ao estado para assumi-la. se não (digo isso), pareço um louco que se levanta e pede para desapropriar empresa"", declarou, na ocasião. o presidente, no entanto, revogou a ordem de intervenção no final de julho. ,  o direito à propriedade é assegurado pela constituição argentina. o artigo 14 diz que ""todos os habitantes da nação"" têm direito de ""dispor de sua propriedade"". e o artigo 17 diz que ""a propriedade é inviolável e nenhum habitante da nação pode ser privado dela, senão em virtude de sentença fundada em lei"". já a usurpação de propriedade é enquadrada como delito no código penal argentino, conforme texto do artigo 181. , ,",https://g1.globo.com/fato-ou-fake/noticia/2021/03/29/e-fake-que-pessoas-na-argentina-estejam-perdendo-suas-propriedades-para-movimentos-sociais-com-o-aval-do-governo.ghtml,341;342;345,factcheck,faketruebr:271,faketruebr
994,"circula nas redes sociais uma imagem em que a candidata a vice-presidente manuela d\ávila (pcdob) aparece com uma camiseta com os dizeres ""jesus é travesti"". manuela é candidata na chapa de fernando haddad (pt). a fotografia é . ,  na imagem compartilhada, manuela aparece abrindo um casaco para expor a camiseta. embaixo da frase ""jesus é travesti"" há um arco-íris. ,  manuela publicou uma mensagem no twitter sobre o assunto nesta terça-feira (2) . ela postou a imagem falsa ao lado da imagem original, em que a camiseta que está usando tem a frase ""rebele-se"". ""prestem atenção! mentiras não passarão! nos ajude a compartilhar a verdade!"", escreveu a candidata. ,",https://g1.globo.com/fato-ou-fake/noticia/2018/10/02/e-fake-imagem-em-que-manuela-davila-aparece-com-camiseta-jesus-e-travesti.ghtml,,factcheck,faketruebr:994,faketruebr
1128,"circula nas redes sociais uma mensagem que diz que os recentes casos de mucormicose, popularmente chamada de ""fungo preto"", na índia têm sido causados pelo uso de máscaras contra a covid-19. é . ,  a mensagem é atribuída ao escritor britânico vernon coleman, militante anti-vacina e autor de mensagens falsas e teorias da conspiração como a de que as vacinas contra covid são armas de destruição em massa e que o vírus hiv não existe. ,  o texto diz que as máscaras são prejudiciais ao sistema imunológico, o que - segundo a tese falsa - aumenta a possibilidade de todos os tipos de infecção (bacterianas e fúngicas). ainda segundo a mensagem, bloqueios e vacinas podem danificar o sistema imunológico deixando as pessoas suscetíveis a infecções fúngicas e complicações causadas pelas infecções. ,  especialistas ouvidos pelo g1 descartam totalmente a alegação contida na publicação falsa. ,  ""infecções fúngicas podem ocorrer em situações de baixa imunidade ou associadas ao uso de antibióticos de amplo espectro, o que pode alterar nossa microbiota normal, ou seja, nossos fungos e bactérias que fazem parte de nosso organismo"", diz a pneumologista patrícia canto, da escola nacional de saúde pública, da fiocruz. ,  ""nada tem a ver com o uso de máscaras. estas não influenciam na imunidade. a própria covid debilita o organismo, associada aos tratamentos, necessários em casos graves e complicados, com altas doses de corticoide e antibióticos de largo espectro"", complementa. ,  ""atribuir esses casos do fungo negro ao uso das máscaras é extremamente fantasioso"", diz o pneumologista rodolfo fred behrsin, professor do hospital universitário gaffreé e guinle. ""primeiro porque o critério correto de uso de máscara é a substituição das mesmas sempre que elas estiverem sujas, que elas estiverem úmidas. então, usando essas máscaras da forma correta, você jamais será infectado por nenhum tipo de fungo"", afirma. ,  ""em relação às vacinas: quando a gente aplica a vacina contra determinada doença, é como se nós estivéssemos dando um treinamento ao nosso sistema imunológico para nos proteger em relação àquela doença, ou seja, as vacinas fortalecem o nosso sistema imunológico e nos deixam mais resistentes a uma doença, seja o coronavírus, seja o sarampo, seja outra doença. então, falar que a vacina deixa o sistema imunológico enfraquecido é má-fé"", atesta behrsin. ,  um surto de mucormicose entre pacientes de covid-19 na índia tem chamado a atenção do mundo. causada por fungos da ordem mucorales, a doença pode acometer os pulmões e mutilar os seios da face. a taxa de letalidade também assusta: costuma matar em 5% a 6% dos casos. ,  os casos, porém, têm ocorrido com pacientes debilitados, hospitalizados e internados em utis, o que já invalida essa tese das máscaras. entenda aspectos da doença. , ,",https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/06/09/e-fake-que-casos-de-mucormicose-sao-decorrentes-do-uso-de-mascaras-contra-a-covid-19.ghtml,,factcheck,faketruebr:1128,faketruebr
1700,"Clique para acessar conteúdo externo POR MARIA VALÉRIA REZENDE* O CEO do Euro Exim Bank Ltd, fez os economistas refletirem quando disse: ""O ciclista é um desastre para a economia do país; ele não compra carros e não pede dinheiro emprestado para comprá-los. Não paga apólices de seguro. Não compra combustível, não paga para submeter o carro à manutenção e reparação. Não utiliza estacionamento pago. Não causa acidentes graves. Não requer rodovias com várias pistas. Não se torna obeso. Pessoas saudáveis não são necessárias nem úteis para a economia. Eles não compram remédios. Eles não vão a hospitais ou médicos. Eles não acrescentam nada ao PIB do país."" Vale a pena pensar nisso. PS: Caminhar é ainda pior. Os pedestres nem compram uma bicicleta… *Maria Valéria Rezende é escritora, com vasta e premiada obra no Brasil e no exterior. Clique para acessar conteúdo externo NOTA DO BLOG: O CEO do Euro Exim Bank Ltda jamais disse o que a escritora achou ser uma ótima ironia dele. Em tempo de fake news, essa, por inteligente, acaba servindo como ótima reflexão em tempos de necropolítica, porque celebra a vida saudável. Enviar Siga UOL Esporte Enviar",https://blogdojuca.uol.com.br/uol_amp/2021/07/a-bicicleta-e-a-morte-lenta-do-planeta/,,factcheck,faketruebr:1700,faketruebr
1595,"Nesta semana, um urso-pardo acabou dando um enorme susto em um esquiador, que foi perseguido pelo animal durante um dia de recreação na neve, em uma área montanhosa no resort Predeal, em Brasov, na Romênia. O momento da perseguição foi gravada e compartilhada pela estação televisiva ABC News. O caso chamou a atenção de várias testemunhas, que tentaram ajudar o esquiador a despistar o animal com gritos e assobios. Por sorte, o homem conseguiu salvar sua vida ao utilizar uma estratégia inteligente, que foi essencial para confundir o urso-pardo: o esquiador abandonou uma bolsa que ele carregava nas mãos. ""Ele [o esquiador] fez um movimento muito legal, que é realmente seguro quando você quer fugir do urso"", relatou Angel Somicu, uma testemunha que avistou o animal uma hora antes. ""Ele largou a bolsa e, bem, o urso foi atraído para a bolsa."" Logo depois do incidente, autoridades policiais receberam três ligações sobre a presença do animal e prometeram tentar capturá-lo. ""Estamos considerando realocar o urso, que deveria estar hibernando agora, de qualquer maneira"", disse o porta-voz da polícia em , . ""Mas, nos últimos anos, temos mais ursos enfrentando esquiadores no inverno"", observou. Para evitar outros ataques, a patrulha de esqui presente na região alertou outras pessoas que praticavam o esporte sobre a presença do urso no local. Vários visitantes foram vistos abandonando seus esquis e deixando a encosta da montanha às pressas. Enviar Siga UOL Notícias Enviar",https://noticias.uol.com.br/internacional/ultimas-noticias/2021/01/28/esquiador-e-perseguido-por-urso-na-romenia-e-evita-ataque-por-pouco-veja.amp.htm,,factcheck,faketruebr:1595,faketruebr
822,"circula pelas redes sociais uma foto que mostra o ex-governador do rio de janeiro luiz fernando pezão ao lado do presidente da câmara dos deputados, rodrigo maia, e do pai dele, o ex-prefeito do rio césar maia. uma legenda diz: ""festinha desse final de semana. aniversário na casa do pezão (em prisão domiciliar) com convidados ilustres. olha o presidente da câmara aí"". é . ,  a foto não é recente e não foi registrada na casa de pezão. ela foi publicada em março de 218 e trata de um encontro entre maia e pezão na casa do ex-prefeito de volta de redonda (rj) antônio francisco neto para discutir a formação de uma chapa ao governo do rio de janeiro naquele ano. ,  um outro detalhe que denota a falsidade da mensagem é que pezão não faz aniversário em setembro, e sim em março. a imagem também é muito anterior à pandemia do novo coronavírus. ,  pezão foi preso em novembro de 218, poucos dias antes do fim do seu mandato. ele recebeu voz de prisão dos agentes da força-tarefa da lava jato no palácio laranjeiras, residência oficial do chefe do estado. ,  em uma decisão da 8ª vara de fazenda pública do tribunal de justiça do rio (tj-rj), o ex-governador foi condenado por improbidade administrativa e perdeu direitos políticos por cinco anos. ,  pezão ficou preso no complexo prisional da polícia militar do rio de janeiro, em niterói, até dezembro de 219, quando foi solto depois de uma decisão do stj. ,  no lugar da prisão, os ministros estipularam algumas medidas cautelares, entre elas o uso de tornozeleira eletrônica e a proibição de deixar o rj sem autorização judicial. ,  durante seu governo, pezão chegou a ser alvo de pedidos de impeachment, mas escapou de ter o mandato interrompido. ,  pezão assumiu o cargo de governador em abril de 214, após sérgio cabral renunciar ao cargo para se candidatar ao senado. , ,",https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2020/09/08/e-fake-que-foto-mostre-maia-ao-lado-de-pezao-em-festa-no-meio-da-pandemia.ghtml,,factcheck,faketruebr:822,faketruebr
