id,text,link,duplicate_rows,genre,uid,source
1773,"A Petrobras e a estatal boliviana YPFB assinaram nesta sexta (6) um acordo que vai abrir espaço para importação de gás boliviano por empresas privadas, uma das medidas previstas no programa federal batizado de Novo Mercado de Gás. O acordo reduz de 30 milhões para 20 milhões de metros cúbicos por dia o volume máximo que a Petrobras pode trazer do país vizinho, liberando um terço da capacidade do Gasoduto Bolívia Brasil (Gasbol) a outros importadores. Para o governo, o aumento na competição pela oferta de gás é um ponto-chave para que o país passe pelo choque de energia barata prometido pelo ministro da Economia, Paulo Guedes. O programa prevê também que a Petrobras saia dos segmentos de transporte e distribuição de gás. Brasil e Bolívia negociavam a extensão do contrato de compra e venda de gás natural, que entrou em vigor em 1999 e venceu em 2019 sem que a Petrobras utilizasse todo o volume de gás contratado. O acordo assinado nesta sexta prevê que esse volume seja entregue em até seis anos. De acordo com a diretora de Refino e Gás da estatal, Anelise Lara, o prazo vai depender do ritmo de retirada do gás. O novo contrato prevê um mínimo de 14 milhões de metros cúbicos por dia e um teto de 20 milhões de metros cúbicos por dia. Seus contratos de fornecimento do combustível para distribuidoras de gás canalizado serão complementados com a produção do pré-sal ou importações de outras regiões por navios. Agora, a ANP (Agência Nacional do Petróleo, Gás e Biocombustíveis) deve reabrir concurso público para interessados em trazer gás da Bolívia pelo Gasbol, que liga a fronteira da Bolívia, em Mato Grosso do Sul, à região metropolitana de Porto Alegre. O processo chegou a ser iniciado em 2019, mas interrompido por determinação do Cade (Conselho Administrativo de Defesa Econômica) depois que a Petrobras pediu para usar toda a capacidade do duto, descumprindo acordo de liberar espaço para terceiros. Na ocasião, o processo atraiu 18 empresas, incluindo produtores de gás —como a própria Petrobras, a Shell e a Repsol— distribuidoras e grandes consumidores de gás, como a siderúrgica Gerdau e a Yara Fertilizantes. Atualmente, praticamente todo o mercado é abastecido pela Petrobras. O processo deve reduzir o custo do transporte do gás boliviano, já que o investimento no gasoduto foi amortizado, disse a diretora da Petrobras. A tarifa de transporte, porém, ainda não foi definida. Segundo acordo com o Cade, a Petrobras terá que vender também sua fatia na TBG (Transportadora Brasileira do Gasoduto Bolívia-Brasil), empresa que opera a tubulação. A operação, que deveria ser concluída até o fim do ano, depende, porém, da definição das notas tarifas. A principal sala de controle para operações com gás natural liquefeito, no porto de Ras Laffan, no Qatar. Trabalhadores no terminal de gás natural liquefeito, em Ras Laffan, Qatar. Veerasekhar Rao Muttineni, capitão do Al Rekayyat, um petroleiro de gás natural liquefeito ancorado em Ras Laffan, no Qatar. O gás natural esfria até a forma líquida. Tanques de armazenagem e oleodutos de gás natural liquefeito, no porto de Ras Laffan, Qatar. Labaredas de gás natural queimam no Porto de Ras Laffan, no Qatar. ""O valor da nossa participação está associado ao valor da receita futura da TBG, que por sua vez está associado ao novo preço da tarifa de gás"", disse Lara. "" A gente depende da ANP concluir a avaliação da nova tarifa de gás da TBG para colocar o teaser [prospecto] no mercado. Nas últimas semanas, a Petrobras abriu processo de venda de sua fatia remanescente de 10% na TAG (Transportadora Associada de Gás), que opera dutos das regiões Norte e Nordeste, e dos 51% que tem na Gaspetro, empresa com participação em distribuidoras de gás canalizado. Lara disse que ainda este mês deve ser divulgado o prospecto de venda dos 10% que a estatal ainda tem na NTS (Nova Transportadora do Sudeste), que opera dutos nessa região. Em conjunto com seus parceiros no pré-sal, a estatal está desenvolvendo um sistema integrado de escoamento do gás produzido na costa brasileira. A ideia é juntar as três principais rotas (duas existentes e uma em construção) em uma nova empresa, que depois pode ser negociada com um investidor ou ter ações lançadas em bolsa. O governo da Bolívia comemorou o acordo assinado nesta sexta como uma garantia de estabilidade de receitas com as exportações de gás natural. Segundo estimativas da YPFB, a venda dos volumes remanescentes à Petrobras vai render entre US$ 4 bilhões e US$ 6 bilhões (R$ 17 bilhões a R$ 27 bilhões, na cotação atual). ""Esse acordo dá aos bolivianos estabilidade para os próximos anos porque garante a entrada de recursos com o gás"", disse a presidente do país vizinho, Jeanine Áñex, segundo nota da agência estatal de notícias da Bolívia.",https://www1.folha.uol.com.br/amp/mercado/2020/03/petrobras-fecha-acordo-que-permite-importacao-privada-de-gas-da-bolivia.shtml,,factcheck,faketruebr:1773,faketruebr
1429,"o supremo tribunal federal (stf) autorizou os eua a monitorar o whatsapp de todos os brasileiros? não é verdade. ,  a falsa notícia faz uma referência direta no título ao aplicativo de mensagens, mas também inclui no corpo do texto o twitter, o facebook e outros canais de comunicação. ""a partir de amanhã já existe uma outra forma de vigilância"", diz a mensagem. ""tudo o que você escreve ou fala pode ser usado contra você."" ,  a assessoria do stf diz que não existe qualquer decisão do tribunal referente ao monitoramento do whatsapp ou de outro aplicativo de mensagens. uma simples busca pela expressão whatsapp no site do supremo mostra que a notícia não tem nenhum fundamento. o whatsapp também confirma que não há qualquer registro sobre essa informação. o facebook diz que se trata de um boato. ,  há vários erros flagrantes no texto, como a palavra ""tráfego"" em vez de ""tráfico"" para fazer menção ao ilícito do comércio de drogas. também há problemas de grafia e concordância. ,  veja a íntegra da mensagem: ,  ❗❗ *alerta – urgente – alerta* a partir de amanhã, em todo o mundo, existem novas regras de comunicação, todos os governos da europa, américa do norte e américa do sul chegaram a um acordo com a whatsapp, twiter, facebook e outros canais de comunicação todas as chamadas serão gravadas. todos os registros de chamadas telefônicas são gravados.todas as mensagens e chamadas whatsall são gravadas. o twitter é monitorado. *no brasil o stf autorizou o monitoramento* pedoflia, terrorismo, trafego de drogas, preconceito e outros crimes serão monitorado. o facebook é monitorado. todas as mídias e fóruns sociais são monitorados. por favor, informe aqueles que não sabem. todos os dispositivos estão conectados aos sistemas departamentais do governo federal e dos governos do mundo. tal ação é para monitorar o crime organizado, e terrorismo. tenha cuidado para não enviar mensagens ou informações desnecessárias que sejam contrárias aos governos, leis e moralidade. evite dizer informações sensíveis ou sensíveis aos seus amigos e familiares. diga aos seus filhos e tenha muito cuidado! é muito importante transmitir esta mensagem hoje. porque a partir de amanhã já existe uma outra forma de vigilância em todos os países do mundo. incrível mas certo. envie-o apenas hoje a todos os seus entes queridos e amigos. tudo o que você escreve ou fala pode ser usado contra você e não uma piada é uma realidade!!! repassem urgente! https://goo.gl/xiqbzc ,  é ou não é?’, seção de fact-checking (checagem de fatos) do g1, tem como objetivo conferir os discursos de políticos e outras personalidades públicas e atestar a veracidade de notícias e informações espalhadas pelas redes sociais e pela web. sugestões podem ser enviadas pelo vc no g1, pelo fale conosco ou pelo whatsapp/viber, no telefone (11) 942-4444, com a hashtag #eounaoe (caso prefira, a hashtag pode ser enviada logo após a mensagem também!)",https://g1.globo.com/e-ou-nao-e/noticia/stf-autorizou-monitoramento-do-whatsapp-de-todos-os-brasileiros-nao-e-verdade.ghtml,,factcheck,faketruebr:1429,faketruebr
215,"circula no instagram uma foto com instruções para participar de um processo seletivo para se tornar influenciador da adidas. a postagem diz que 1 pessoas serão selecionadas para representar a marca nas redes sociais e ganharão um pacote com roupas e acessórios da adidas a cada mês. na postagem está escrito ainda que para participar é preciso ter no mínimo 2 seguidores, seguir o perfil adidasinfluenciadores, repostar a foto com as instruções na história e marcar o perfil no post. a postagem é . ,  em nota, a adidas informa que a promoção para recrutar influenciadores e o perfil adidasinfluenciadores, que compartilhou a postagem, são falsos. a empresa diz que está tomando as medidas necessárias para punir os responsáveis e que se comunica exclusivamente por seu canal oficial, o perfil adidasbrasil. ,  o perfil adidasinfluenciadores não está mais disponível no instagram. outras páginas, porém, replicaram a mesma promoção fake com nomes de perfil parecidos. mensagens sobre a promoção falsa também foram publicadas no instagram em italiano, com o mesmo teor da versão em português. ,  o exjogador da seleção de vlei gustavo endres chegou a compartilhar a promoção em seu perfil na rede social com a legenda vai que dá adidasinfluenciadores. o atleta, no entanto, apagou a postagem depois. ,",https://g1.globo.com/fato-ou-fake/noticia/2018/08/21/e-fake-selecao-de-influenciadores-de-marca-esportiva-que-circula-no-instagram.ghtml,,factcheck,faketruebr:215,faketruebr
1587,"O salário mínimo em 2019 permanecerá em R$ 954 até que o presidente Jair Bolsonaro publique um decreto para reajustar o piso das remunerações. Tradicionalmente, a publicação é realizada nos últimos dias do mês de dezembro, mas a assessoria do presidente Michel Temer informou que isso não ocorrerá. A previsão anterior era de R$ 1.006, segundo estimativa divulgada no Projeto de Lei Orçamentária Anual (Ploa) de 2019. O salário mínimo é usado como referência para os benefícios assistenciais e previdenciários, como o abono salarial, o Benefício de Prestação Continuada (BPC) e as aposentadorias e pensões do INSS (Instituto Nacional do Seguro Social). O salário mínimo é reajustado com base na inflação do ano anterior, levando em conta o INPC (no caso, o de 2018), mais o aumento do PIB (Produto Interno Bruto) de dois anos antes, ou seja, de 2017. O INPC (Índice Nacional de Preços ao Consumidor) mede a variação de preços das famílias mais pobres, com renda mensal de um a cinco salários mínimos. Além disso, foi acrescentado R$ 1,75 que ficou faltando no salário mínimo de 2018. Como o valor de R$ 954 foi definido no final de 2017, quando a inflação ainda não havia sido fechada, o reajuste do mínimo levou em consideração uma projeção, que acabou ficando abaixo do dado oficial. Em 2019, a fórmula atual de reajuste do salário mínimo será aplicada pela última vez. O presidente eleito, Jair Bolsonaro, tem até 15 de abril para decidir se mantém a regra ou se muda. O tema é espinhoso porque afeta diretamente as contas públicas, já que R$ 1 de aumento causa impacto de cerca de R$ 300 milhões nas despesas da União, segundo cálculos da equipe econômica. A atual regra de cálculo do salário mínimo, que leva em conta a inflação e o crescimento da economia de dois anos antes, é garantida por lei até 2019. Em 2017, o PIB cresceu 1%. No caso de aposentados e pensionistas do INSS, a regra vale apenas para os que ganham até um salário mínimo. Quem ganha mais, recebe apenas o reajuste equivalente à inflação. A lei que criou o salário mínimo foi assinada em 1936, pelo então presidente Getúlio Vargas. A legislação definiu o valor como a remuneração mínima devida ao trabalhador, capaz de satisfazer suas necessidades de alimentação, vestuário, habitação, higiene e transporte. Porém, segundo o Dieese (Departamento Intersindical de Estatísticas e Estudos Socioeconômicos), o valor está longe disso. Em novembro, por exemplo, o Dieese calculou que o salário mínimo ideal para sustentar uma família de quatro pessoas deveria ser de R$ 3.959,98. O valor é 4,15 vezes o salário atualmente em vigor. (Com agências de notícias) Enviar Siga UOL Economia Enviar",https://economia.uol.com.br/noticias/redacao/2018/12/31/salario-minimo-em-2019-valor-r-decreto-temer.amp.htm,,factcheck,faketruebr:1587,faketruebr
1043,"jacob zuma renunciou nesta quarta-feira (14) à presidência da áfrica do sul em um pronunciamento na tv estatal, acatando o ultimato de seu próprio partido, o congresso nacional africano (anc, na sigla em inglês). ,  em um discurso de despedida à nação que durou 3 minutos, zuma, de 75 anos, afirmou que não concordou com a forma como o anc o forçou a renunciar depois da eleição de cyril ramaphosa como presidente do partido em dezembro. mas afirmou que tem que ""aceitar que se meu partido e meus compatriotas desejam que eu saia, eles têm que exercer esse direito e fazer isso da maneira prescrita na constituição"". também disse que não tinha medo de uma moção de censura ou de um processo de impeachment. ,  ""servi ao povo da áfrica do sul ao máximo de minha habilidade. sou eternamente grato que confiaram em mim"", disse. , ,  ""nenhuma vida deve ser perdida em meu nome. e o anc não deve ficar dividido em meu nome"", afirmou ao final de seu discurso. ,  figura importante da luta anti-apartheid nos anos 6, 7 e 8, zuma ficou preso por 1 anos e ficou mais 15 anos no exílio antes de dar voltar ao seu país para empreender carreira política. foi vice-presidente do país entre 1999 e 25. assumiu como presidente em maio de 29. ,  veja a trajetória de jacob zuma, da luta anti-apartheid aos escândalos de corrupção ,  ele é alvo de mais de 8 acusações por corrupção relativa a contratos de armas do final dos anos 199 e é investigado por supostamente ter usado o estado para favorecer empresários com concessões públicas milionárias. ,  os diversos escândalos de corrupção em que está envolvido levaram o país a uma séria crise política. ,  a direção do anc tem o poder de solicitar a saída de seus membros que estejam em função governamental, como aconteceu em 28 no caso do presidente thabo mbeki, que cumpriu a decisão e renunciou. ,  caso não renunciasse, zuma poderia ser destituído por meio de uma moção no parlamento nos próximos dias. até então, zuma se recusava a obedecer as ordens de seu partido. , ,  o primeiro na fila para ocupar o cargo vago é o vice-presidente cyril ramaphosa, um líder sindical e advogado, que é também líder do cna desde dezembro do ano passado, ao derrotar a ex-esposa de zuma, nkosazana dlamini-zumae. ramaphosa foi o principal impulsor das manobras para buscar a renúncia do ex-mandatário. , ,  a crise que agita o anc, no poder desde o fim do regime de apartheid em 1994, tem perturbado o funcionamento do estado sul-africano. ,  partidários de ramaphosa queriam que zuma deixasse o poder o mais rápido possível por causa das eleições gerais de 219. os seguidores do agora ex-presidente, no entanto, insistiam que ele deveria seguir no cargo até o final de seu segundo mandato.",https://g1.globo.com/mundo/noticia/nao-tenho-medo-de-mocao-de-censura-diz-zuma-em-pronunciamento-na-tv.ghtml,,factcheck,faketruebr:1043,faketruebr
74,"a secretaria de estado da fazenda sef divulgou nesta segundafeira 2 o valor da taxa de renovação do licenciamento anual de veículo trlav para 223. a taxa caiu de r 135,95, em 222, para r 33,66.  ,  segundo o governo de minas gerais é possível gerar o documento de arrecadação estadual dae de pagamento da taxa de renovação do licenciamento anual de veículo trlav, que vence em 31 de março, no site da secretaria. ,  no mesmo link é possível também emitir a guia de pagamento do imposto sobre a propriedade de veículos automotores ipva de 223, bastando informar o número do renavam do veículo. , ,  neste ano, assim como ocorreu em 222, a escala de vencimentos do ipva terá início no mês de março, se encerrando em maio para quem optar por parcelar. ,  de acordo com o governo de minas, tanto para o ipva quanto para a trlav, a emissão da guia é opcional.  ,  o contribuinte pode efetuar o pagamento diretamente nos agentes arrecadadores bancos autorizados, bastando informar o número do renavam no caixa ou terminal de autoatendimento. alguns bancos também oferecem a opção de pagamento pela internet e aplicativo para telefone celular. , ,  o contribuinte que optar por quitar o ipva em cota única terá desconto de 3. para aqueles que se enquadram nos critérios do programa de incentivo à regularidade do pagamento do ipva  bom pagador , está mantido o desconto adicional de 3, que já vem abatido no valor a ser pago. ,  o benefício é concedido automaticamente, sem a necessidade de contato prévio com a secretaria de fazenda. tem direito a esse benefício somente os contribuintes que quitaram em dia os débitos vinculados aos veículos nos últimos dois exercícios 221 e 222. ,",https://g1.globo.com/mg/minas-gerais/noticia/2023/01/02/taxa-de-licenciamento-de-veiculos-tem-reducao-em-mg-saiba-o-valor.ghtml,,factcheck,faketruebr:74,faketruebr
70,"circula nas redes uma publicação que afirma que os indígens em estado de desnutrição em roraima são venezuelanos. é . ,  a publicação falsa diz indígenas em estado de desnutrição em roraima são venezuelanos e fruto do comunismo de maduro e lula. ,  não é verdade que os indígenas em estado de desnutrição sejam venezuelanos. organizações como a survival e a associação expedicionários da saúde eds, que atuam junto aos indígenas, afirmam que crise afeta brasileiros. o ministério da saúde e a funai também desmentem a mensagem falsa. ,  priscilla oliveira, pesquisadora e ativista da survival international, afirma que o que a gente está vendo agora, esses dados estatísticos que estão sendo divulgados, se referem somente ao lado brasileiro da fronteira. ,  inicialmente a gente tem que esclarecer que existem anomamis dos dois lados da fronteira tanto na venezuela quanto no brasil. e que desses dois lados da fronteira existe a atuação do garimpo ilegal. mas o que a gente está vendo agora, esses dados estatísticos que estão sendo divulgados, eles se referem somente ao lado brasileiro da fronteira. a gente está falando da terra indígena anomami no brasil. essa crise de saúde catastrófica que a gente está vendo é um genocídio que já estava em andamento há anos. durante o governo bolsonaro a situação piorou drasticamente.  ,  priscila afirma que estava em andamento um genocídio. ,  ele bolsonaro encorajou a abertura do território, incentivou a entrada dos garimpeiros ilegais, incentivou a atuação desses garimpeiros ilegais no território. ele desmantelou o serviço de saúde indígena. comemorou a expansão desse garimpo ilegal dentro da terra indígena anomami e de outras terras indígenas. e ele também ignorou o apelo que foi feito por inúmeras organizações indígenas, inclusive as organizações indígenas anomami, os aliados dessas organizações indígenas como a survival. desde o ano passado e até antes a gente vem chamando a atenção para esse caso e para essa crise. e para a escala dessa crise. então nada disso é novo e é por isso que a gente pode chamar isso de genocídio. e isso sim é do lado brasileiro, a gente pode falar que existe um genocídio que já estava em andamento na terra indígena anomami há anos. ,  a survival publicou uma declaração com seis pontos sobre a crise humanitária. ,  a associação expedicionários da saúde eds afirma que os anomami atendidos pela organização em 222 em situação de desnutrição, malária e verminose eram todos brasileiros. a eds trabalha com anomami há mais de 1 anos e durante o ano de 222 fez entradas médicas emergenciais para atendimento desta população. a organização lembra que o território anomami abarca boa parte da divisa entre brasil e venezuela e existem também anomami do outro lado da fronteira. ,  o ministério da saúde afirma em nota que é falsa a informação de que os indígenas encontrados em estado grave de saúde no território anomami não são brasileiros. ,  a fundação nacional do povos indígenas funai, responsável por coordenar e executar a política indigenista do governo brasileiro, desmente a mensagem falsa. é falsa a informação de que os indígenas em estado grave de saúde na terra indígena anomami não são brasileiros, diz, em seu perfil oficial no twitter. ,  de acordo com o ministério da saúde, a região, que passa por uma triste crise humanitária provocada pela falta de assistência médica e sanitária, é a maior reserva indígena do país  com mais de 3,4 mil habitantes. ,  desde a última segundafeira 16, equipes de saúde enviadas pela pasta confirmaram casos de crianças e idosos com quadro grave de desnutrição grave, além de muitos casos de malária, infecção respiratória aguda ira e outros agravos. ,  os anomami resgatados com quadro grave de desnutrição vivem em uma comunidade dominada pelo garimpo e a atividade ilegal é a principal causa da crise sanitária no território. ,  maior reserva indígena do brasil, a terra anomami registra nos últimos anos agravamento na saúde dos indígenas, com casos graves de crianças e adultos com desnutrição severa, verminose e malária, em meio ao avanço do garimpo ilegal. ,  só em 222, segundo o governo federal, 99 crianças anomami morreram, na maioria, por desnutrição, pneumonia e diarreia, que doenças evitáveis. a estimativa é que, ao todo no território, 57 crianças morreram nos últimos quatro anos, na gestão de jair bolsonaro. ,  em 221, o g1 e o fantástico já tinham registrado cenas inéditas e exclusivas  semelhantes às divulgadas recentemente, de crianças extremamente magras, com quadros aparentes de desnutrição e de verminose, além de dezenas de indígenas doentes com sintomas de malária em comunidades anomami. ,  para buscar solução à crise sanitária anomami, o ministério da saúde declarou emergência de saúde pública. , ,  vídeo veja como identificar se uma mensagem é falsa ,",https://g1.globo.com/fato-ou-fake/noticia/2023/01/25/e-fake-que-indigenas-em-estado-de-desnutricao-em-roraima-sao-venezuelanos.ghtml,,factcheck,faketruebr:70,faketruebr
230,"circulam nas redes sociais mensagens que afirmam que a atriz paolla oliveira disse que a prostituição será a única forma de sobrevivência das atrizes da globo caso o presidente jair bolsonaro (sem partido) seja reeleito. é . ,  as mensagens afirmam que a declaração da atriz foi dada em uma entrevista para a revista caras. entretanto, não é possível localizar a entrevista no site da publicação. e a própria revista publicou uma notícia afirmando que ""paolla nunca deu tal entrevista à caras"" e que a publicação e sua editora ""não compactuam com a divulgação e a disseminação de fake news"". ,  paolla oliveira também utilizou as suas redes sociais para desmentir a mensagem falsa. ""está circulando uma mentira (famosa fake news) por aí, de um site que eu nunca ouvi falar, sendo compartilhada sobre uma suposta declaração que eu nunca dei à revista caras. nunca existiu"", afirma a atriz. ,  ""é mentira e é tão óbvio que é mentira. primeiro que você nunca vai encontrar essa declaração minha falando sobre esse assunto, porque eu simplesmente nunca diria isso, envolvendo uma empresa e outras colegas e profissionais, inclusive. não tem sentido. pode jogar palavra por palavra no google e não encontrará nada, além da mentira plantada"", diz. ,  de fato, em uma busca nos motores de busca, como o google, não há em nenhum site confiável tal declaração. ,  a atriz ainda diz que esta é ""mais uma narrativa tentando intimidar quem se posiciona ou se opõe a esse governo"". ""dessa vez fui eu a vítima. sempre tive compromisso com a verdade e não vai ser agora que meu nome estará envolvido em notícias falsas (fake news)."" ,  paolla também afirma que ""prostituição não deveria servir como forma de atacar alguém"" e que tem muito respeito por todas as mulheres, estejam elas ""desempenhando a função que for, por necessidade ou por vontade"". ,  ""eu tenho respeito pelo ser humano, ao contrário de quem perde tempo pra inventar mentiras. não vão me calar sobre absolutamente nenhum dos meus posicionamentos, porque eles são meus e sou livre pra fazê-los."" , ,",https://g1.globo.com/fato-ou-fake/noticia/2021/09/16/e-fake-que-paolla-oliveira-disse-que-prostituicao-sera-unica-forma-de-sobrevivencia-de-atrizes-caso-bolsonaro-seja-reeleito.ghtml,,factcheck,faketruebr:230,faketruebr
509,"diversas rachaduras surgiram em ruas e imóveis no pinheiro, em maceió, após fortes chuvas e um tremor de terra em fevereiro de 218. um ano depois, o fenômeno também foi registrado em imóveis do mutange, de bebedouro e, por último, no bom parto. todos bairros vizinhos. após meses de estudos, o serviço geológico do brasil (cprm) concluiu que a extração de sal-gema feita pela braskem na região provocou o problema. ,  a defesa civil identificou três principais fissuras, cada uma com cerca de 1,5 km de extensão, afetando 2.48 moradias somente no pinheiro, de onde centenas de famílias tiveram que deixar suas casas. mais de dois anos depois, foi reconhecida a necessidade de realocação de mais de 8 mil imóveis nos quatro bairros. ,  equipes do cprm concluíram que a extração de sal-gema, um tipo de cloreto de sódio utilizado na fabricação de soda cáustica e pvc, na região onde existiam falhas geológicas provocaram a instabilidade no solo. com isso, a braskem decidiu paralisar todas as atividades no estado. ,  a braskem deu início, em dezembro de 219, a um programa voluntário de indenizações que prevê pagamento de r$ 81,5 mil a proprietários de cada imóvel atingido pelas rachaduras. quem entender que o valor é inferior ao que vale a sua propriedade, pode judicializar o caso. ,  veja o que se sabe sobre as rachaduras: , , , , , , , , , ,",https://g1.globo.com/al/alagoas/noticia/2019/01/17/o-que-se-sabe-sobre-as-rachaduras-no-bairro-do-pinheiro-em-maceio.ghtml,1353,factcheck,faketruebr:509,faketruebr
542,"em divinópolis, quem tem entre 15 e 29 anos e ainda não tem o documento identidade jovem, conhecido como id jovem, pode se cadastrar. com ele, é possível ter acesso a vários benefícios como desconto no transporte coletivo, meia-entrada em eventos artístico-culturais e esportivos, além de vagas gratuitas ou com desconto para o sistema de transporte coletivo interestadual. ,  todos os benefícios estão amparados pelo decreto 8.537/215.veja como se cadastrar. , ,  a secretaria de assistência social (semas) informou que para ter acesso ao direito é preciso estar cadastrado no cadastro único (cadúnico). se ainda não houver cadastro, os responsáveis ou familiares dos jovens, devem procurar o centro de referência de assistência social (cras) na região ou o setor central do caúnico para inclusão no sistema do governo federal. , ,  para obter mais detalhes, os interessados devem ligar para (37) 99165-56 ou buscar o cras da região. , ,  a carteirinha pode ser solicitada por jovens que pertençam a famílias com renda mensal de até dois salários mínimos e estejam inscritos no cadúnico. a matrícula em instituição de ensino não é necessária. , ,  a id jovem pode ser solicitada pelo aplicativo oficial id jovem 2. ou pelo website do programa. o benefício tem validade de seis meses, mas o aplicativo pode ser usado para renovar o documento de forma simples e rápida. , ,  para se registrar e emitir o documento, o jovem deve atualizar o cadúnico e ter em mãos o número de identificação social (nis). também deve incluir o nome completo, o nome da mãe e a data de nascimento. depois disso, a carteira estará disponível: ela poderá ser impressa ou salva no telefone em formato digital no aplicativo id jovem. , ,  os jovens devem mostrar a carteira id jovem impressa ou gravada no telefone móvel junto com documento de identificação oficial, com foto nos pontos de venda de ingressos e guichês de passagens, para usufruir os benefícios. , ,  a carteira id jovem pode ser usada em exibições em cinemas, cineclubes e teatros, espetáculos musicais, teatrais e circenses, eventos educativos, esportivos, de lazer e de entretenimento promovidos por qualquer entidade e realizados em estabelecimentos públicos ou particulares mediante cobrança de ingresso. , ,  os jovens poderão usar os serviços de transporte convencional nas modalidades rodoviário, ferroviário e aquaviário interestaduais em linhas regulares. duas vagas gratuitas ou com desconto de 5% são asseguradas no sistema de transporte coletivo interestadual. quando o benefício não for concedido, as empresas prestadoras dos serviços de transporte deverão emitir ao solicitante documento que indique data, hora, local e motivo da recusa. ,",https://g1.globo.com/mg/centro-oeste/noticia/2022/03/24/cadastramento-para-o-id-jovem-esta-disponivel-em-divinopolis.ghtml,1342,factcheck,faketruebr:542,faketruebr
